vuln_id,whitelist,package,version_local,version_local_regex,version_nixpkgs,version_upstream,comment
CVE-2026-32283,True,go,1.22.12-linux-amd64-bootstrap,,1.26.5,1.26.5,Build-time bootstrap artifact: all current rows for this CVE/package key are Go linux-amd64 bootstrap toolchain derivations in the build closure. Non-bootstrap Go rows remain active where they share a key.
CVE-2026-32283,True,go,1.24.13-linux-amd64-bootstrap,,1.26.5,1.26.5,Build-time bootstrap artifact: all current rows for this CVE/package key are Go linux-amd64 bootstrap toolchain derivations in the build closure. Non-bootstrap Go rows remain active where they share a key.
CVE-2026-32288,True,go,1.22.12-linux-amd64-bootstrap,,1.26.5,1.26.5,Build-time bootstrap artifact: all current rows for this CVE/package key are Go linux-amd64 bootstrap toolchain derivations in the build closure. Non-bootstrap Go rows remain active where they share a key.
CVE-2026-32288,True,go,1.24.13-linux-amd64-bootstrap,,1.26.5,1.26.5,Build-time bootstrap artifact: all current rows for this CVE/package key are Go linux-amd64 bootstrap toolchain derivations in the build closure. Non-bootstrap Go rows remain active where they share a key.
CVE-2026-32289,True,go,1.22.12-linux-amd64-bootstrap,,1.26.5,1.26.5,Build-time bootstrap artifact: all current rows for this CVE/package key are Go linux-amd64 bootstrap toolchain derivations in the build closure. Non-bootstrap Go rows remain active where they share a key.
CVE-2026-32289,True,go,1.24.13-linux-amd64-bootstrap,,1.26.5,1.26.5,Build-time bootstrap artifact: all current rows for this CVE/package key are Go linux-amd64 bootstrap toolchain derivations in the build closure. Non-bootstrap Go rows remain active where they share a key.
CVE-2026-39836,True,go,1.22.12-linux-amd64-bootstrap,,1.26.5,1.26.5,Target-specific false positive: CVE affects Windows-only Go net behavior; scanned Go component is for linux-amd64 in an x86_64-linux target.
CVE-2026-39836,True,go,1.24.13-linux-amd64-bootstrap,,1.26.5,1.26.5,Target-specific false positive: CVE affects Windows-only Go net behavior; scanned Go component is for linux-amd64 in an x86_64-linux target.
CVE-2026-22816,True,gradle,8.14.4,,9.5.1,9.6.1,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2026-22865,True,gradle,8.14.4,,9.5.1,9.6.1,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2017-5436,True,graphite2,1.3.15,,1.3.15,1.3.15,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2026-12891,True,gstreamer,1.28.4,,1.28.4,1.28.5,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2026-12892,True,gstreamer,1.28.4,,1.28.4,1.28.5,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2001-1228,True,gzip,1.2.4,,1.14,1.14,Build-time bootstrap artifact: all current rows for this CVE/package key are gzip 1.2.4 bootstrap derivations in the build closure; current gzip 1.14 rows remain active for their own CVEs.
CVE-2003-0367,True,gzip,1.2.4,,1.14,1.14,Build-time bootstrap artifact: all current rows for this CVE/package key are gzip 1.2.4 bootstrap derivations in the build closure; current gzip 1.14 rows remain active for their own CVEs.
CVE-2004-0603,True,gzip,1.2.4,,1.14,1.14,Build-time bootstrap artifact: all current rows for this CVE/package key are gzip 1.2.4 bootstrap derivations in the build closure; current gzip 1.14 rows remain active for their own CVEs.
CVE-2004-1349,True,gzip,1.2.4,,1.14,1.14,Build-time bootstrap artifact: all current rows for this CVE/package key are gzip 1.2.4 bootstrap derivations in the build closure; current gzip 1.14 rows remain active for their own CVEs.
CVE-2005-0758,True,gzip,1.2.4,,1.14,1.14,Build-time bootstrap artifact: all current rows for this CVE/package key are gzip 1.2.4 bootstrap derivations in the build closure; current gzip 1.14 rows remain active for their own CVEs.
CVE-2005-0988,True,gzip,1.2.4,,1.14,1.14,Build-time bootstrap artifact: all current rows for this CVE/package key are gzip 1.2.4 bootstrap derivations in the build closure; current gzip 1.14 rows remain active for their own CVEs.
CVE-2005-1228,True,gzip,1.2.4,,1.14,1.14,Build-time bootstrap artifact: all current rows for this CVE/package key are gzip 1.2.4 bootstrap derivations in the build closure; current gzip 1.14 rows remain active for their own CVEs.
CVE-2009-2624,True,gzip,1.2.4,,1.14,1.14,Build-time bootstrap artifact: all current rows for this CVE/package key are gzip 1.2.4 bootstrap derivations in the build closure; current gzip 1.14 rows remain active for their own CVEs.
CVE-2010-0001,True,gzip,1.2.4,,1.14,1.14,Build-time bootstrap artifact: all current rows for this CVE/package key are gzip 1.2.4 bootstrap derivations in the build closure; current gzip 1.14 rows remain active for their own CVEs.
CVE-2022-1271,True,gzip,1.2.4,,1.14,1.14,Build-time bootstrap artifact: all current rows for this CVE/package key are gzip 1.2.4 bootstrap derivations in the build closure; current gzip 1.14 rows remain active for their own CVEs.
CVE-2021-4276,True,hedgehog,1.5,,1.7,1.7,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2021-4276,True,hedgehog,1.5-r2.cabal,,1.7,1.7,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2020-35669,True,http,0.2.12,,,,"Incorrect package: scanned component is the Rust crate http 0.2.12 in the build closure; CVE affects the Dart http package, not the Rust crate."
CVE-2016-6287,True,http-client,0.7.19,,0.7.19,0.7.19,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2020-11021,True,http-client,0.7.19,,0.7.19,0.7.19,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2014-9826,True,imagemagick,7.1.2-27,,7.1.2-27,7.1.2.29,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2016-7538,True,imagemagick,7.1.2-27,,7.1.2-27,7.1.2.29,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2017-5506,True,imagemagick,7.1.2-27,,7.1.2-27,7.1.2.29,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2023-5341,True,imagemagick,7.1.2-27,,7.1.2-27,7.1.2.29,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2017-13099,True,instant,0.1.13,,,,"Incorrect package: scanned component is the Rust crate instant 0.1.13 in the build closure; CVE affects wolfSSL/Aruba Instant products, not the Rust crate."
CVE-2003-0856,True,iproute,1.7.15,,1.7.15,1.7.15,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2025-3841,True,jam,2.6.1,,2.6.1,2.6.1,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2025-3841,True,jam,2.6.1.tar,,2.6.1,2.6.1,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2026-33948,True,jq,1.8.2,,1.8.2,1.8.2,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2026-33948,True,jq,1.8.2-binlore,,1.8.2,1.8.2,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2026-39979,True,jq,1.8.2,,1.8.2,1.8.2,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2026-39979,True,jq,1.8.2-binlore,,1.8.2,1.8.2,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2026-44777,True,jq,1.8.2,,1.8.2,1.8.2,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2022-34176,True,junit,4.13.2.jar,,2.3.0,2.3.0,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2022-34176,True,junit,4.13.2.pom,,2.3.0,2.3.0,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2022-45380,True,junit,4.13.2.jar,,2.3.0,2.3.0,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2022-45380,True,junit,4.13.2.pom,,2.3.0,2.3.0,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2023-25761,True,junit,4.13.2.jar,,2.3.0,2.3.0,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2023-25761,True,junit,4.13.2.pom,,2.3.0,2.3.0,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2021-4048,True,lapack,3,,3.12.1,3.12.1,Incorrect local version: Nixpkgs lapack-3 is an ABI shim over OpenBLAS 0.3.32/0.3.33 and liblapack headers 3.12.1; CVE affects LAPACK through 3.10.0 or OpenBLAS before 0.3.18.
CVE-2021-30499,True,libcaca,0.99.beta20,,0.99.beta20,,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2026-35094,True,libinput,1.31.3,,1.31.3,1.31.3,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2018-7263,True,libmad,0.15.1b,,0.15.1b,0.16.4,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2022-37416,True,libmpeg2,0.5.1,,0.5.1,0.5.1,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2013-7381,True,libnotify,0.8.8,,0.8.8,0.8.8,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2012-5639,True,libreoffice,26.2.1.2,,26.2.4,26.8.0.1,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2026-6039,True,libreoffice,26.2.1.2,,26.2.4,26.8.0.1,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2026-6040,True,libreoffice,26.2.1.2,,26.2.4,26.8.0.1,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2026-6045,True,libreoffice,26.2.1.2,,26.2.4,26.8.0.1,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2026-6047,True,libreoffice,26.2.1.2,,26.2.4,26.8.0.1,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2026-8356,True,libreoffice,26.2.1.2,,26.2.4,26.8.0.1,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2026-8357,True,libreoffice,26.2.1.2,,26.2.4,26.8.0.1,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2026-8358,True,libreoffice,26.2.1.2,,26.2.4,26.8.0.1,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2026-58050,True,libssh2,1.11.1,,1.11.1,1.11.1,Target-specific false positive: CVE is limited to 32-bit platforms; scanned libssh2 component is built for x86_64-linux.
CVE-2023-52356,True,libtiff,4.7.1,,4.7.1,4.7.2,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2023-6228,True,libtiff,4.7.1,,4.7.1,4.7.2,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2023-6277,True,libtiff,4.7.1,,4.7.1,4.7.2,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2026-4775,True,libtiff,4.7.1,,4.7.1,4.7.2,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2025-6021,True,libxml2,2.15.3,,2.15.3,2.15.3,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2025-6170,True,libxml2,2.15.3,,2.15.3,2.15.3,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2025-10911,True,libxslt,1.1.45,,1.1.45,1.1.45,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2025-7425,True,libxslt,1.1.45,,1.1.45,1.1.45,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2013-6393,True,libyaml,0.1.4,,0.1.4,0.1.4,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2014-2525,True,libyaml,0.1.4,,0.1.4,0.1.4,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2026-1764,True,localsearch,3.11.1,,3.11.1,3.11.1,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2026-1766,True,localsearch,3.11.1,,3.11.1,3.11.1,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2026-1767,True,localsearch,3.11.1,,3.11.1,3.11.1,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2019-17178,True,lodepng,3.12.1,,,,Incorrect implementation: CVE names HuffmanTree_makeFromFrequencies in C lodepng.c through 2019-09-28; scanned crate is the pure-Rust lodepng 3.12.1 rewrite and does not contain that C function.
CVE-2022-26635,True,memcached,1.6.42,,1.6.42,1.6.45,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2022-43410,True,mercurial,7.2.2,,7.2.2,7.2.3,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2022-43410,True,mercurial,7.2.2-vendor,,7.2.2,7.2.3,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2022-43410,True,mercurial,7.2.2-vendor-staging,,7.2.2,7.2.3,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2010-4254,True,mono,6.14.1,,6.14.1,6.14.1,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2011-0989,True,mono,6.14.1,,6.14.1,6.14.1,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2011-0990,True,mono,6.14.1,,6.14.1,6.14.1,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2011-0991,True,mono,6.14.1,,6.14.1,6.14.1,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2011-0992,True,mono,6.14.1,,6.14.1,6.14.1,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2002-1424,True,mpack,1.0.13-0.rockspec,,1.0.13-0,1.0.13,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2002-1425,True,mpack,1.0.13-0.rockspec,,1.0.13-0,1.0.13,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2021-35047,True,network,3.2.8.0,,3.2.8.0,3.2.8.0,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2021-35048,True,network,3.2.8.0,,3.2.8.0,3.2.8.0,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2021-35049,True,network,3.2.8.0,,3.2.8.0,3.2.8.0,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2021-35050,True,network,3.2.8.0,,3.2.8.0,3.2.8.0,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2022-0486,True,network,3.2.8.0,,3.2.8.0,3.2.8.0,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2022-0997,True,network,3.2.8.0,,3.2.8.0,3.2.8.0,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2022-24388,True,network,3.2.8.0,,3.2.8.0,3.2.8.0,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2022-24389,True,network,3.2.8.0,,3.2.8.0,3.2.8.0,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2022-24390,True,network,3.2.8.0,,3.2.8.0,3.2.8.0,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2022-24391,True,network,3.2.8.0,,3.2.8.0,3.2.8.0,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2022-24392,True,network,3.2.8.0,,3.2.8.0,3.2.8.0,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2022-24393,True,network,3.2.8.0,,3.2.8.0,3.2.8.0,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2022-24394,True,network,3.2.8.0,,3.2.8.0,3.2.8.0,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2021-4336,True,ninja,1.13.2,,1.13.2,1.13.2,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2019-17365,True,nix,0.23.2,,,,"Incorrect package: scanned components are Rust crate nix 0.x derivations in the build closure, not the Nix package manager; Nix 2.x derivations are scanned separately."
CVE-2019-17365,True,nix,0.29.0,,,,"Incorrect package: scanned components are Rust crate nix 0.x derivations in the build closure, not the Nix package manager; Nix 2.x derivations are scanned separately."
CVE-2019-17365,True,nix,0.31.1,,,,"Incorrect package: scanned components are Rust crate nix 0.x derivations in the build closure, not the Nix package manager; Nix 2.x derivations are scanned separately."
CVE-2024-27297,True,nix,0.23.2,,,,False positive / scanner metadata issue: generic Nix package name with no Repology match for the reported affected product.
CVE-2024-27297,True,nix,0.29.0,,,,False positive / scanner metadata issue: generic Nix package name with no Repology match for the reported affected product.
CVE-2024-27297,True,nix,0.31.1,,,,False positive / scanner metadata issue: generic Nix package name with no Repology match for the reported affected product.
CVE-2014-9278,True,openssh,10.4p1,,10.4p1,10.4p1,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2026-3497,True,openssh,10.4p1,,10.4p1,10.4p1,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2026-55653,True,openssh,10.4p1,,10.4p1,10.4p1,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2026-55654,True,openssh,10.4p1,,10.4p1,10.4p1,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2026-55655,True,openssh,10.4p1,,10.4p1,10.4p1,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2020-27569,True,openvpn,2.6.21,,2.6.21,2.7.5,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2025-47436,True,orc,0.4.42,,1.2.1.4,1.2.1.4,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2026-13757,True,p11-kit,0.26.2,,0.26.2,0.26.4,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2026-2100,True,p11-kit,0.26.2,,0.26.2,0.26.4,Not affected: CVE affected range is p11-kit <0.26.2; scanned version is 0.26.2.
CVE-2015-4155,True,parallel,3.2.2.0,,3.3.0.0,3.3.0.0,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2015-4155,True,parallel,3.2.2.0-r10.cabal,,3.3.0.0,3.3.0.0,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2015-4156,True,parallel,3.2.2.0,,3.3.0.0,3.3.0.0,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2015-4156,True,parallel,3.2.2.0-r10.cabal,,3.3.0.0,3.3.0.0,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2026-8376,True,perl,5.42.0-binlore,,5.42.0,5.44.0,Target-specific false positive: CVE is limited to 32-bit Perl builds; scanned Perl component is built for x86_64-linux.
CVE-2026-8376,True,perl,5.42.0-env,,5.42.0,5.44.0,Target-specific false positive: CVE is limited to 32-bit Perl builds; scanned Perl component is built for x86_64-linux.
CVE-2021-3572,True,pip,20.3.4-source,,26.1.2,26.2,No target impact: scanned component is the fetched pip-20.3.4-source artifact in the build-time graph; CVE concerns pip installer behavior rather than a target runtime package.
CVE-2023-5752,True,pip,20.3.4-source,,26.1.2,26.2,No target impact: scanned component is the fetched pip-20.3.4-source artifact in the build-time graph; CVE concerns pip VCS install behavior rather than a target runtime package.
CVE-2026-8643,True,pip,20.3.4-source,,26.1.2,26.2,No target impact: scanned component is the fetched pip-20.3.4-source artifact in the build-time graph; CVE concerns pip wheel installation behavior rather than a target runtime package.
CVE-2023-37769,True,pixman,0.46.4,,0.46.4,0.46.4,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2023-44709,True,plutosvg,0.0.8,,0.0.8,0.0.8,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2007-0534,True,project,1.0.6.pom,,0.12.0,0.12.0,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2007-4436,True,project,1.0.6.pom,,0.12.0,0.12.0,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2024-11586,True,pulseaudio,17.0,,17.0,17.0,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2007-4559,True,python,2.7.18.12,,3.14.6,3.14.6,Build-time bootstrap artifact: all current rows for this CVE/package key are python 2.7.18.12 in the build closure; Python 3 rows are left active where they share a CVE/package key.
CVE-2015-5652,True,python,2.7.18.12,,3.14.6,3.14.6,Target-specific false positive: CVE affects python.exe on Windows; scanned CPython component is in an x86_64-linux target.
CVE-2017-17522,True,python,2.7.18.12,,3.14.6,3.14.6,Build-time bootstrap artifact: all current rows for this CVE/package key are python 2.7.18.12 in the build closure; Python 3 rows are left active where they share a CVE/package key.
CVE-2017-18207,True,python,2.7.18.12,,3.14.6,3.14.6,Build-time bootstrap artifact: all current rows for this CVE/package key are python 2.7.18.12 in the build closure; Python 3 rows are left active where they share a CVE/package key.
CVE-2020-1171,True,python,2.7.18.12,,3.14.6,3.14.6,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2020-1171,True,python,3.14.4,,3.14.6,3.14.6,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2020-1192,True,python,2.7.18.12,,3.14.6,3.14.6,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2020-1192,True,python,3.14.4,,3.14.6,3.14.6,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2020-17163,True,python,2.7.18.12,,3.14.6,3.14.6,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2020-17163,True,python,3.14.4,,3.14.6,3.14.6,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2021-23336,True,python,2.7.18.12,,3.14.6,3.14.6,Build-time bootstrap artifact: all current rows for this CVE/package key are python 2.7.18.12 in the build closure; Python 3 rows are left active where they share a CVE/package key.
CVE-2021-3177,True,python,2.7.18.12,,3.14.6,3.14.6,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2021-3733,True,python,2.7.18.12,,3.14.6,3.14.6,Build-time bootstrap artifact: all current rows for this CVE/package key are python 2.7.18.12 in the build closure; Python 3 rows are left active where they share a CVE/package key.
CVE-2022-0391,True,python,2.7.18.12,,3.14.6,3.14.6,Build-time bootstrap artifact: all current rows for this CVE/package key are python 2.7.18.12 in the build closure; Python 3 rows are left active where they share a CVE/package key.
CVE-2022-26488,True,python,2.7.18.12,,3.14.6,3.14.6,Target-specific false positive: CVE affects Windows Python installer/search-path behavior; scanned CPython component is in an x86_64-linux target.
CVE-2022-45061,True,python,2.7.18.12,,3.14.6,3.14.6,Build-time bootstrap artifact: all current rows for this CVE/package key are python 2.7.18.12 in the build closure; Python 3 rows are left active where they share a CVE/package key.
CVE-2022-48560,True,python,2.7.18.12,,3.14.6,3.14.6,Build-time bootstrap artifact: all current rows for this CVE/package key are python 2.7.18.12 in the build closure; Python 3 rows are left active where they share a CVE/package key.
CVE-2022-48564,True,python,2.7.18.12,,3.14.6,3.14.6,Build-time bootstrap artifact: all current rows for this CVE/package key are python 2.7.18.12 in the build closure; Python 3 rows are left active where they share a CVE/package key.
CVE-2022-48565,True,python,2.7.18.12,,3.14.6,3.14.6,Build-time bootstrap artifact: all current rows for this CVE/package key are python 2.7.18.12 in the build closure; Python 3 rows are left active where they share a CVE/package key.
CVE-2022-48566,True,python,2.7.18.12,,3.14.6,3.14.6,Build-time bootstrap artifact: all current rows for this CVE/package key are python 2.7.18.12 in the build closure; Python 3 rows are left active where they share a CVE/package key.
CVE-2023-24329,True,python,2.7.18.12,,3.14.6,3.14.6,Build-time bootstrap artifact: all current rows for this CVE/package key are python 2.7.18.12 in the build closure; Python 3 rows are left active where they share a CVE/package key.
CVE-2023-27043,True,python,2.7.18.12,,3.14.6,3.14.6,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2023-36632,True,python,2.7.18.12,,3.14.6,3.14.6,Build-time bootstrap artifact: all current rows for this CVE/package key are python 2.7.18.12 in the build closure; Python 3 rows are left active where they share a CVE/package key.
CVE-2023-40217,True,python,2.7.18.12,,3.14.6,3.14.6,Build-time bootstrap artifact: all current rows for this CVE/package key are python 2.7.18.12 in the build closure; Python 3 rows are left active where they share a CVE/package key.
CVE-2023-6597,True,python,2.7.18.12,,3.14.6,3.14.6,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2024-0397,True,python,2.7.18.12,,3.14.6,3.14.6,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2024-0450,True,python,2.7.18.12,,3.14.6,3.14.6,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2024-11168,True,python,2.7.18.12,,3.14.6,3.14.6,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2024-12718,True,python,2.7.18.12,,3.14.6,3.14.6,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2024-3219,True,python,2.7.18.12,,3.14.6,3.14.6,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2024-3220,True,python,2.7.18.12,,3.14.6,3.14.6,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2024-4030,True,python,2.7.18.12,,3.14.6,3.14.6,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2024-4032,True,python,2.7.18.12,,3.14.6,3.14.6,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2024-49050,True,python,2.7.18.12,,3.14.6,3.14.6,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2024-49050,True,python,3.14.4,,3.14.6,3.14.6,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2024-50602,True,python,2.7.18.12,,3.14.6,3.14.6,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2024-5642,True,python,2.7.18.12,,3.14.6,3.14.6,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2024-6232,True,python,2.7.18.12,,3.14.6,3.14.6,Build-time bootstrap artifact: all current rows for this CVE/package key are python 2.7.18.12 in the build closure; Python 3 rows are left active where they share a CVE/package key.
CVE-2024-6923,True,python,2.7.18.12,,3.14.6,3.14.6,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
